Month,WeekOfMonth,DayOfWeek,Make,AccidentArea,DayOfWeekClaimed,MonthClaimed,WeekOfMonthClaimed,Sex,MaritalStatus,Age,Fault,PolicyType,VehicleCategory,VehiclePrice,FraudFound_P,PolicyNumber,RepNumber,Deductible,DriverRating,Days_Policy_Accident,Days_Policy_Claim,PastNumberOfClaims,AgeOfVehicle,AgeOfPolicyHolder,PoliceReportFiled,WitnessPresent,AgentType,NumberOfSuppliments,AddressChange_Claim,NumberOfCars,Year,BasePolicy
Dec,2,Saturday,Pontiac,Urban,Monday,Dec,2,Male,Single,27,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,9643,4,400,2,more than 30,more than 30,2 to 4,7 years,31 to 35,Yes,No,External,1 to 2,no change,1 vehicle,1995,Collision
Apr,2,Thursday,Pontiac,Urban,Tuesday,Apr,3,Male,Married,47,Third Party,Sedan - Collision,Sedan,20000 to 29000,0,9644,11,400,3,more than 30,more than 30,2 to 4,6 years,41 to 50,Yes,Yes,External,more than 5,no change,1 vehicle,1995,Collision
Feb,1,Wednesday,Chevrolet,Urban,Tuesday,Feb,4,Male,Married,46,Policy Holder,Sedan - All Perils,Sedan,more than 69000,0,9645,12,400,1,more than 30,more than 30,1,more than 7,41 to 50,No,No,External,1 to 2,no change,1 vehicle,1995,All Perils
Feb,3,Sunday,Honda,Urban,Monday,Feb,3,Male,Married,75,Third Party,Sedan - Liability,Sport,20000 to 29000,0,9646,3,400,1,more than 30,more than 30,2 to 4,more than 7,over 65,No,No,External,1 to 2,no change,1 vehicle,1995,Liability
Feb,3,Tuesday,Pontiac,Rural,Friday,Feb,3,Male,Single,39,Third Party,Sedan - All Perils,Sedan,20000 to 29000,0,9647,1,400,1,more than 30,more than 30,1,7 years,36 to 40,No,No,External,more than 5,1 year,1 vehicle,1995,All Perils
Mar,4,Friday,Pontiac,Rural,Tuesday,Mar,5,Male,Married,47,Policy Holder,Sedan - All Perils,Sedan,less than 20000,0,9648,2,400,4,more than 30,more than 30,none,more than 7,41 to 50,No,No,External,none,no change,1 vehicle,1995,All Perils
Oct,2,Friday,Toyota,Urban,Monday,Oct,3,Male,Married,44,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,0,9649,7,400,3,more than 30,more than 30,none,7 years,36 to 40,No,No,External,1 to 2,no change,1 vehicle,1995,All Perils
Jul,3,Tuesday,Accura,Urban,Monday,Aug,2,Male,Married,51,Policy Holder,Utility - All Perils,Utility,more than 69000,0,9650,5,400,3,more than 30,more than 30,1,more than 7,41 to 50,No,No,External,none,no change,1 vehicle,1995,All Perils
Jul,2,Tuesday,VW,Urban,Tuesday,Jul,2,Male,Married,43,Policy Holder,Sedan - Collision,Sedan,40000 to 59000,0,9651,1,400,4,more than 30,more than 30,none,6 years,36 to 40,No,No,External,3 to 5,no change,1 vehicle,1995,Collision
Aug,1,Wednesday,VW,Urban,Monday,Aug,2,Male,Single,41,Policy Holder,Sedan - All Perils,Sedan,30000 to 39000,0,9652,8,400,1,more than 30,more than 30,2 to 4,7 years,36 to 40,No,No,External,1 to 2,no change,1 vehicle,1995,All Perils
Jul,4,Monday,Honda,Urban,Wednesday,Jul,4,Male,Single,20,Third Party,Sedan - All Perils,Sedan,30000 to 39000,0,9653,11,400,3,more than 30,more than 30,2 to 4,3 years,21 to 25,No,No,External,more than 5,no change,1 vehicle,1995,All Perils
Nov,2,Wednesday,Pontiac,Urban,Tuesday,Nov,3,Female,Married,40,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,9654,3,400,3,more than 30,more than 30,2 to 4,6 years,36 to 40,No,No,External,none,no change,1 vehicle,1995,Collision
Nov,3,Saturday,Toyota,Urban,Sunday,Nov,3,Male,Single,77,Third Party,Sedan - All Perils,Sedan,less than 20000,0,9655,13,400,1,more than 30,more than 30,none,more than 7,over 65,No,No,External,3 to 5,no change,1 vehicle,1995,All Perils
Nov,3,Tuesday,Honda,Urban,Thursday,Nov,3,Male,Single,22,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,0,9656,15,400,2,more than 30,more than 30,1,3 years,26 to 30,No,No,External,1 to 2,no change,1 vehicle,1995,All Perils
Mar,1,Sunday,Mazda,Urban,Wednesday,Mar,2,Male,Married,62,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,9657,1,400,4,more than 30,more than 30,1,more than 7,51 to 65,No,No,External,none,no change,1 vehicle,1995,Collision
Apr,3,Wednesday,Mazda,Urban,Friday,Apr,4,Male,Married,54,Policy Holder,Sedan - Liability,Sport,more than 69000,0,9658,10,400,2,more than 30,more than 30,none,6 years,41 to 50,No,No,Internal,none,no change,1 vehicle,1995,Liability
Jan,4,Friday,Toyota,Urban,Wednesday,Feb,1,Female,Single,26,Third Party,Sedan - Collision,Sedan,30000 to 39000,0,9659,1,400,4,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,1995,Collision
Aug,3,Tuesday,Mazda,Urban,Wednesday,Aug,3,Male,Married,52,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,9660,14,400,3,more than 30,more than 30,1,7 years,41 to 50,No,No,External,none,no change,1 vehicle,1995,Collision
Oct,2,Wednesday,Mazda,Urban,Friday,Oct,4,Male,Married,47,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,0,9661,11,400,4,more than 30,more than 30,none,7 years,41 to 50,No,No,External,none,4 to 8 years,2 vehicles,1995,All Perils
Oct,3,Wednesday,Toyota,Urban,Sunday,Oct,4,Female,Single,33,Policy Holder,Sedan - Liability,Sport,30000 to 39000,0,9662,1,400,2,more than 30,more than 30,1,6 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,1995,Liability
Dec,1,Tuesday,Honda,Urban,Thursday,Dec,3,Female,Single,56,Third Party,Sedan - Collision,Sedan,20000 to 29000,0,9663,11,400,1,more than 30,more than 30,none,6 years,51 to 65,No,No,External,none,no change,1 vehicle,1995,Collision
Nov,5,Tuesday,Pontiac,Urban,Thursday,Dec,5,Male,Married,60,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,9664,2,400,4,more than 30,more than 30,1,more than 7,51 to 65,No,No,External,1 to 2,no change,1 vehicle,1995,Collision
Oct,3,Thursday,Pontiac,Urban,Thursday,Oct,3,Male,Married,55,Policy Holder,Sedan - All Perils,Sedan,less than 20000,0,9665,14,400,4,more than 30,more than 30,none,more than 7,41 to 50,No,No,External,none,no change,1 vehicle,1995,All Perils
Oct,2,Saturday,Honda,Urban,Monday,Oct,2,Male,Married,44,Policy Holder,Sedan - Liability,Sport,30000 to 39000,0,9666,2,400,3,more than 30,more than 30,more than 4,7 years,36 to 40,No,No,External,more than 5,no change,1 vehicle,1995,Liability
Sep,1,Saturday,Pontiac,Urban,Wednesday,Sep,3,Male,Married,60,Policy Holder,Sedan - Collision,Sedan,more than 69000,0,9667,8,400,3,more than 30,more than 30,none,more than 7,51 to 65,No,No,External,1 to 2,no change,1 vehicle,1995,Collision
Sep,1,Saturday,Toyota,Urban,Monday,Sep,1,Female,Single,42,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,9668,10,400,1,more than 30,more than 30,1,5 years,36 to 40,No,No,External,none,no change,1 vehicle,1995,Collision
Aug,5,Thursday,Pontiac,Urban,Friday,Sep,1,Female,Single,31,Third Party,Sedan - Collision,Sedan,20000 to 29000,0,9669,1,400,4,more than 30,more than 30,1,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1995,Collision
Jan,4,Friday,Honda,Urban,Monday,Jan,5,Male,Married,37,Policy Holder,Sport - Collision,Sport,more than 69000,1,9670,12,400,4,more than 30,more than 30,2 to 4,7 years,36 to 40,No,No,External,none,no change,1 vehicle,1995,Collision
Mar,3,Monday,Ford,Urban,Monday,Apr,4,Male,Married,58,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,0,9671,9,400,2,more than 30,more than 30,none,more than 7,51 to 65,No,No,External,none,no change,1 vehicle,1995,Collision
Dec,2,Saturday,Mazda,Urban,Monday,Dec,2,Female,Married,50,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,9672,8,400,3,more than 30,more than 30,2 to 4,7 years,41 to 50,No,No,External,more than 5,no change,1 vehicle,1995,Liability
Jan,5,Saturday,Pontiac,Urban,Friday,Feb,1,Female,Single,22,Third Party,Sedan - Collision,Sedan,20000 to 29000,0,9673,7,400,2,more than 30,more than 30,none,4 years,26 to 30,Yes,Yes,External,none,no change,1 vehicle,1995,Collision
Nov,5,Wednesday,Honda,Urban,Monday,Dec,2,Male,Single,28,Third Party,Sport - Collision,Sport,more than 69000,0,9674,15,400,4,more than 30,more than 30,none,6 years,31 to 35,No,No,External,1 to 2,no change,1 vehicle,1995,Collision
Oct,2,Monday,Chevrolet,Rural,Thursday,Oct,2,Male,Married,39,Policy Holder,Sedan - Collision,Sedan,40000 to 59000,0,9675,13,400,1,more than 30,more than 30,none,7 years,36 to 40,No,No,External,none,no change,1 vehicle,1995,Collision
Sep,1,Monday,Toyota,Urban,Wednesday,Sep,2,Male,Married,50,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,9676,7,400,1,more than 30,more than 30,none,7 years,41 to 50,No,No,External,1 to 2,no change,1 vehicle,1995,Collision
Aug,2,Wednesday,Toyota,Urban,Tuesday,Aug,3,Male,Married,42,Third Party,Sedan - Liability,Sport,30000 to 39000,0,9677,11,400,3,more than 30,more than 30,none,7 years,36 to 40,No,No,External,none,no change,3 to 4,1995,Liability
Jul,2,Wednesday,Toyota,Urban,Friday,Jul,3,Male,Married,43,Third Party,Sedan - Liability,Sport,30000 to 39000,0,9678,2,400,4,more than 30,more than 30,more than 4,7 years,36 to 40,No,No,External,1 to 2,no change,1 vehicle,1995,Liability
Jun,4,Thursday,Accura,Urban,Friday,Jun,4,Male,Married,38,Policy Holder,Utility - All Perils,Utility,more than 69000,0,9679,8,400,4,more than 30,more than 30,none,7 years,36 to 40,No,No,External,3 to 5,no change,1 vehicle,1995,All Perils
May,1,Wednesday,Honda,Urban,Wednesday,May,1,Male,Single,42,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,9680,3,400,3,more than 30,more than 30,more than 4,7 years,36 to 40,No,No,External,more than 5,no change,1 vehicle,1995,Collision
Jan,1,Wednesday,Honda,Urban,Wednesday,Jan,2,Female,Single,23,Third Party,Sedan - All Perils,Sedan,less than 20000,0,9681,14,400,1,more than 30,more than 30,1,4 years,26 to 30,No,No,External,1 to 2,no change,1 vehicle,1995,All Perils
Dec,5,Thursday,Toyota,Urban,Monday,Jan,1,Male,Single,45,Third Party,Sedan - Collision,Sedan,20000 to 29000,0,9682,1,400,1,more than 30,more than 30,1,7 years,36 to 40,No,No,External,none,4 to 8 years,2 vehicles,1995,Collision
Nov,2,Sunday,Mazda,Urban,Tuesday,Nov,3,Male,Married,50,Third Party,Sedan - All Perils,Sedan,20000 to 29000,0,9683,7,400,3,more than 30,more than 30,none,more than 7,41 to 50,No,No,External,none,no change,1 vehicle,1995,All Perils
Sep,4,Tuesday,Toyota,Urban,Monday,Oct,1,Male,Married,52,Third Party,Sedan - All Perils,Sedan,20000 to 29000,0,9684,9,400,1,more than 30,more than 30,none,7 years,41 to 50,No,No,External,more than 5,no change,1 vehicle,1995,All Perils
Sep,3,Tuesday,Pontiac,Urban,Tuesday,Sep,3,Male,Single,35,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,9685,13,400,4,more than 30,more than 30,none,7 years,31 to 35,No,No,External,none,no change,1 vehicle,1995,Collision
Jan,5,Saturday,Chevrolet,Rural,Tuesday,Feb,2,Male,Married,30,Third Party,Sedan - All Perils,Sedan,30000 to 39000,0,9686,10,400,2,more than 30,more than 30,2 to 4,7 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,1995,All Perils
Jul,2,Friday,Toyota,Urban,Monday,Jul,2,Male,Married,75,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,0,9687,5,400,1,more than 30,more than 30,1,more than 7,over 65,No,No,External,1 to 2,no change,1 vehicle,1995,All Perils
Apr,3,Saturday,Pontiac,Rural,Monday,Apr,4,Male,Single,52,Third Party,Sedan - All Perils,Sedan,20000 to 29000,0,9688,3,400,1,more than 30,more than 30,2 to 4,7 years,41 to 50,No,No,External,more than 5,no change,1 vehicle,1995,All Perils
Apr,3,Saturday,Toyota,Urban,Friday,Apr,4,Male,Single,26,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,9689,15,400,3,15 to 30,more than 30,2 to 4,3 years,31 to 35,No,No,External,none,no change,1 vehicle,1995,Liability
Jan,5,Saturday,Honda,Urban,Tuesday,Jan,5,Male,Married,40,Third Party,Sedan - Collision,Sedan,20000 to 29000,0,9690,11,400,4,more than 30,more than 30,none,7 years,36 to 40,No,No,External,more than 5,no change,1 vehicle,1995,Collision
Dec,2,Wednesday,Honda,Urban,Friday,Dec,3,Male,Married,29,Third Party,Sedan - Collision,Sedan,20000 to 29000,1,9691,13,300,1,more than 30,more than 30,none,4 years,31 to 35,No,No,External,none,2 to 3 years,1 vehicle,1995,Collision
Dec,2,Thursday,Honda,Urban,Friday,Dec,2,Male,Married,33,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,9692,12,400,2,more than 30,more than 30,2 to 4,7 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,1995,Collision
Nov,1,Thursday,Toyota,Urban,Monday,Nov,5,Female,Married,44,Policy Holder,Sedan - Collision,Sedan,more than 69000,0,9693,16,400,3,more than 30,more than 30,1,7 years,36 to 40,No,No,External,more than 5,no change,1 vehicle,1995,Collision
Oct,5,Saturday,Honda,Urban,Wednesday,Nov,1,Male,Married,31,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,0,9694,11,400,4,more than 30,more than 30,1,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1995,Collision
Sep,1,Monday,Mazda,Urban,Friday,Sep,2,Male,Single,29,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,9695,12,400,1,more than 30,more than 30,2 to 4,5 years,31 to 35,No,No,External,3 to 5,no change,1 vehicle,1995,Collision
Aug,3,Friday,Mazda,Urban,Friday,Sep,1,Male,Married,29,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,9696,6,400,4,more than 30,more than 30,none,6 years,31 to 35,No,No,External,3 to 5,no change,1 vehicle,1995,Collision
Jul,5,Saturday,Mazda,Urban,Wednesday,Dec,2,Male,Single,28,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,9697,4,400,2,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1995,Collision
Jul,2,Saturday,Mercury,Urban,Tuesday,Jul,2,Male,Single,41,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,9698,13,400,1,more than 30,more than 30,none,6 years,36 to 40,No,No,External,none,no change,1 vehicle,1995,Liability
Jul,2,Thursday,Honda,Urban,Monday,Jul,2,Male,Married,53,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,9699,10,400,3,more than 30,more than 30,2 to 4,more than 7,41 to 50,No,No,External,more than 5,no change,1 vehicle,1995,Collision
Jun,3,Friday,Honda,Urban,Wednesday,Jun,4,Male,Married,27,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,9700,14,400,3,more than 30,more than 30,more than 4,7 years,31 to 35,No,No,External,none,no change,1 vehicle,1995,Liability
Jun,2,Monday,Ford,Urban,Monday,Jun,2,Male,Married,46,Third Party,Sedan - Liability,Sport,30000 to 39000,0,9701,13,400,4,more than 30,more than 30,1,more than 7,41 to 50,No,No,External,none,no change,1 vehicle,1995,Liability
May,4,Monday,Toyota,Urban,Friday,May,4,Male,Married,37,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,9702,9,400,1,more than 30,more than 30,1,7 years,36 to 40,No,No,External,none,no change,1 vehicle,1995,Collision
Mar,3,Tuesday,Pontiac,Urban,Wednesday,Mar,4,Male,Single,29,Third Party,Sedan - Liability,Sport,30000 to 39000,0,9703,11,400,2,more than 30,more than 30,more than 4,6 years,31 to 35,No,No,External,1 to 2,4 to 8 years,2 vehicles,1995,Liability
Aug,4,Sunday,Honda,Urban,Tuesday,Aug,5,Male,Married,50,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,9704,15,700,2,more than 30,more than 30,none,more than 7,41 to 50,No,No,External,more than 5,no change,1 vehicle,1995,Liability
Jun,2,Wednesday,Toyota,Rural,Wednesday,Jun,2,Female,Single,35,Policy Holder,Sedan - Collision,Sedan,less than 20000,0,9705,12,400,3,more than 30,more than 30,1,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1995,Collision
Jun,1,Tuesday,Mazda,Urban,Wednesday,Jun,2,Male,Single,46,Third Party,Sport - Collision,Sport,more than 69000,0,9706,14,400,2,more than 30,more than 30,none,more than 7,41 to 50,No,No,External,more than 5,no change,1 vehicle,1995,Collision
May,3,Thursday,Mazda,Urban,Friday,May,4,Male,Married,41,Policy Holder,Sedan - Collision,Sedan,more than 69000,0,9707,11,400,4,more than 30,more than 30,2 to 4,6 years,36 to 40,No,No,External,1 to 2,no change,1 vehicle,1995,Collision
Aug,5,Monday,Chevrolet,Urban,Tuesday,Aug,5,Male,Married,38,Policy Holder,Sedan - Liability,Sport,30000 to 39000,0,9708,14,400,4,more than 30,more than 30,none,7 years,36 to 40,No,No,External,more than 5,no change,1 vehicle,1995,Liability
Jan,1,Monday,Toyota,Urban,Monday,Jan,2,Male,Married,77,Policy Holder,Sedan - All Perils,Sedan,more than 69000,0,9709,7,400,3,more than 30,more than 30,none,more than 7,over 65,No,No,External,1 to 2,no change,1 vehicle,1995,All Perils
Dec,4,Monday,Mazda,Urban,Tuesday,Dec,4,Male,Married,30,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,9710,5,400,2,more than 30,more than 30,1,7 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,1995,Collision
Mar,2,Tuesday,Honda,Urban,Wednesday,Apr,1,Male,Married,31,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,9711,12,400,2,more than 30,more than 30,more than 4,7 years,31 to 35,No,No,External,none,no change,1 vehicle,1995,Liability
Apr,2,Sunday,Pontiac,Urban,Tuesday,Apr,2,Female,Single,37,Policy Holder,Sedan - All Perils,Sedan,less than 20000,0,9712,1,400,2,more than 30,more than 30,1,5 years,36 to 40,No,No,External,none,no change,1 vehicle,1995,All Perils
Apr,3,Thursday,Pontiac,Urban,Monday,May,2,Male,Married,49,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,9713,3,400,2,more than 30,more than 30,none,7 years,41 to 50,No,No,External,more than 5,no change,1 vehicle,1995,Liability
Jan,5,Sunday,Honda,Urban,Monday,Jan,5,Male,Married,28,Third Party,Sedan - Collision,Sedan,20000 to 29000,0,9714,16,400,2,more than 30,more than 30,none,7 years,31 to 35,Yes,No,External,more than 5,no change,1 vehicle,1995,Collision
Oct,3,Saturday,Pontiac,Rural,Tuesday,Oct,4,Male,Married,44,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,9715,8,400,2,more than 30,more than 30,2 to 4,6 years,36 to 40,No,No,External,more than 5,no change,1 vehicle,1995,Collision
Oct,4,Friday,Pontiac,Urban,Friday,Oct,4,Male,Married,35,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,9716,11,400,2,more than 30,more than 30,2 to 4,7 years,31 to 35,No,No,External,3 to 5,no change,1 vehicle,1995,Collision
Oct,4,Friday,Chevrolet,Urban,Thursday,Oct,4,Male,Married,57,Policy Holder,Sedan - Liability,Sport,30000 to 39000,0,9717,9,400,4,more than 30,more than 30,2 to 4,more than 7,51 to 65,No,No,External,none,no change,1 vehicle,1995,Liability
Dec,3,Sunday,Honda,Urban,Tuesday,Dec,3,Male,Single,27,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,9718,11,400,3,more than 30,more than 30,1,6 years,31 to 35,No,No,External,3 to 5,no change,3 to 4,1995,Collision
Jan,4,Friday,Mazda,Urban,Wednesday,Feb,1,Male,Married,55,Policy Holder,Sport - Collision,Sport,more than 69000,0,9719,2,400,3,more than 30,more than 30,none,more than 7,41 to 50,No,No,External,none,no change,1 vehicle,1995,Collision
Apr,1,Wednesday,Mazda,Urban,Monday,Apr,2,Female,Married,55,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,0,9720,12,400,3,more than 30,more than 30,1,6 years,41 to 50,No,No,External,none,no change,1 vehicle,1995,All Perils
Apr,2,Monday,Honda,Urban,Wednesday,Apr,2,Female,Married,45,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,9721,5,400,4,more than 30,more than 30,2 to 4,7 years,36 to 40,No,No,External,more than 5,no change,1 vehicle,1995,Liability
Jun,5,Thursday,Toyota,Urban,Wednesday,Jul,2,Male,Married,39,Third Party,Sedan - Liability,Sport,20000 to 29000,0,9722,15,400,3,more than 30,more than 30,none,7 years,36 to 40,No,No,External,more than 5,no change,1 vehicle,1995,Liability
Jan,5,Sunday,Chevrolet,Urban,Wednesday,Feb,1,Male,Single,26,Third Party,Sedan - All Perils,Sedan,30000 to 39000,0,9723,11,400,3,more than 30,more than 30,1,7 years,31 to 35,No,No,External,none,no change,1 vehicle,1995,All Perils
Jul,2,Wednesday,Pontiac,Urban,Thursday,Jul,2,Female,Married,34,Policy Holder,Sedan - Collision,Sedan,less than 20000,0,9724,7,400,2,more than 30,more than 30,none,7 years,31 to 35,No,No,External,more than 5,4 to 8 years,2 vehicles,1995,Collision
Aug,4,Wednesday,Pontiac,Urban,Monday,Sep,1,Male,Married,68,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,9725,15,400,3,more than 30,more than 30,2 to 4,7 years,over 65,No,No,External,1 to 2,no change,1 vehicle,1995,Collision
Oct,5,Sunday,Chevrolet,Urban,Thursday,Nov,1,Male,Single,30,Third Party,Sedan - All Perils,Sedan,30000 to 39000,0,9726,15,400,2,more than 30,more than 30,none,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1995,All Perils
Dec,1,Friday,Honda,Urban,Wednesday,Dec,2,Male,Single,19,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,9727,12,400,4,more than 30,more than 30,1,3 years,21 to 25,No,No,External,none,no change,1 vehicle,1995,Collision
Dec,1,Saturday,Honda,Urban,Tuesday,Dec,2,Male,Married,32,Third Party,Sedan - All Perils,Sedan,20000 to 29000,0,9728,13,400,1,more than 30,more than 30,none,6 years,31 to 35,No,No,External,1 to 2,no change,1 vehicle,1995,All Perils
Dec,2,Wednesday,Mazda,Urban,Wednesday,Dec,2,Male,Married,32,Third Party,Sedan - All Perils,Sedan,20000 to 29000,0,9729,1,400,4,more than 30,more than 30,none,6 years,31 to 35,No,No,External,3 to 5,no change,1 vehicle,1995,All Perils
